id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
1162,DL,2041,SLC,LAX,6,1320,124,1
1163,DL,2109,MSP,DEN,6,1320,126,1
1164,DL,2246,HNL,SEA,6,1320,343,1
1165,DL,2520,ATL,RSW,6,1320,106,1
1166,EV,7078,IAD,GSO,6,1320,59,1
1167,MQ,3535,DFW,LIT,6,1320,65,1
1168,UA,36,OGG,SFO,6,1320,305,1
1169,US,1466,SFO,PHL,6,1320,303,1
1170,US,26,OGG,PHX,6,1320,344,1
1171,XE,2977,EWR,DCA,6,1320,62,1
1172,OO,7051,PDX,SEA,6,1321,49,1
1173,UA,76,HNL,SFO,6,1322,298,1
1174,XE,5894,IAD,BNA,6,1322,116,1
1175,EV,7102,IAD,PWM,6,1323,92,1
1176,EV,7132,IAD,BUF,6,1323,68,1
1177,UA,68,LIH,LAX,6,1323,321,1
1178,YV,7250,IAD,ATL,6,1323,109,1
1179,YV,7309,IAD,ROC,6,1323,73,1
1180,9E,3859,MSP,ATW,6,1325,65,1
1181,AA,1955,DFW,PHX,6,1325,150,1
1182,AS,871,HNL,ANC,6,1325,356,1
1183,CO,1803,LAX,EWR,6,1325,295,1
1184,DL,2944,MSP,RAP,6,1325,99,1
1185,FL,338,ATL,PHL,6,1325,112,1
1186,FL,478,ATL,BWI,6,1325,105,1
1187,FL,596,ATL,ROC,6,1325,128,1
1188,FL,79,ATL,FLL,6,1325,105,1
1189,OO,4512,MSP,DLH,6,1325,62,1
1190,UA,363,IAD,ORD,6,1325,127,1
1191,CO,269,SFO,IAH,7,15,203,1
1192,US,1558,PHX,CLT,7,15,222,1
1193,AA,2400,LAX,DFW,7,20,165,1
1194,AA,2466,SFO,DFW,7,20,195,1
1195,AS,108,ANC,SEA,7,30,202,1
1196,CO,1094,LAX,IAH,7,30,179,1
1197,DL,1768,LAX,MSP,7,30,214,1
1198,DL,2722,PHX,DTW,7,30,228,1
1199,AA,2538,LAS,ORD,7,40,200,1
1200,CO,223,ANC,SEA,7,49,201,1
1201,AA,1160,LAS,DFW,7,50,145,1
1202,DL,1646,PHX,ATL,7,50,212,1
1203,DL,2055,SLC,ATL,7,50,210,1
1204,AA,2408,LAX,DFW,7,55,170,1
1205,AS,132,ANC,PDX,7,55,215,1
1206,US,498,DEN,CLT,7,55,179,1
1207,B6,98,DEN,JFK,7,59,213,1
1208,CO,1496,LAS,IAH,7,60,160,1
1209,DL,1450,LAS,MSP,7,60,181,1
1210,DL,1416,DEN,ATL,7,70,161,1
1211,CO,507,ONT,IAH,7,75,165,1
1212,AS,128,FAI,SEA,7,80,206,1
1213,DL,2223,ANC,SLC,7,85,270,1
1214,AS,112,ANC,SEA,7,90,200,1
1215,HA,17,LAS,HNL,7,100,380,1
1216,US,122,ANC,PHX,7,113,327,1
1217,AS,114,ANC,SEA,7,150,200,1
1218,CO,315,BQN,EWR,7,165,243,1
1219,B6,766,BQN,MCO,7,240,169,1
1220,B6,768,PSE,MCO,7,262,180,1
1221,OO,6466,IYK,LAX,7,300,53,1
1222,YV,2647,EWR,CLT,7,300,114,1
1223,OO,6505,LMT,SFO,7,315,95,1
1224,US,149,SEA,PHX,7,315,166,1
1225,US,1640,MCO,CLT,7,315,97,1
1226,US,908,TPA,CLT,7,315,96,1
1227,HA,106,HNL,OGG,7,317,36,1
1228,DL,1276,MSP,ATL,7,320,158,1
1229,CO,1585,MFE,IAH,7,325,62,1
1230,EV,4966,VPS,ATL,7,325,69,1
1231,OO,4719,LWS,SLC,7,328,87,1
1232,9E,3670,PNS,ATL,7,330,75,1
1233,9E,3775,ALB,DTW,7,330,120,1
1234,9E,3886,DSM,ATL,7,330,135,1
1235,AA,1711,BOS,MIA,7,330,210,1
1236,CO,611,EWR,IAH,7,330,221,1
1237,DL,1518,MCO,ATL,7,330,84,1
1238,DL,1842,SAT,ATL,7,330,142,1
1239,DL,2112,BHM,ATL,7,330,58,1
1240,DL,2995,BNA,ATL,7,330,67,1
1241,EV,5014,ICT,ATL,7,330,132,1
1242,EV,5044,ECP,ATL,7,330,67,1
1243,EV,5117,DHN,ATL,7,330,70,1
1244,EV,7108,PWM,IAD,7,330,114,1
1245,EV,7123,BTV,IAD,7,330,110,1
1246,OO,7781,EKO,SLC,7,330,70,1
1247,US,1510,ATL,CLT,7,330,68,1
1248,US,347,PDX,PHX,7,330,148,1
1249,HA,103,HNL,LIH,7,331,35,1
1250,YV,7294,SBN,ORD,7,334,46,1
1251,9E,3725,TVC,DTW,7,335,75,1
1252,AA,674,ORD,MIA,7,335,185,1
1253,B6,728,BQN,JFK,7,335,231,1
1254,CO,463,ORD,IAH,7,335,165,1
1255,EV,5393,CLE,ATL,7,335,109,1
1256,OH,6423,DAY,DTW,7,335,75,1
1257,OO,6939,MFR,PDX,7,335,74,1
1258,UA,576,SEA,DEN,7,335,159,1
1259,OO,6644,TUS,DEN,7,336,112,1
1260,9E,3998,TLH,ATL,7,338,68,1
1261,DL,2123,BOS,DTW,7,340,144,1
1262,DL,2597,RIC,ATL,7,340,109,1
1263,DL,2626,FLL,ATL,7,340,118,1
1264,DL,684,AUS,ATL,7,340,134,1
1265,9E,3659,ALB,ATL,7,345,183,1
1266,9E,3862,SAT,MEM,7,345,119,1
1267,9E,3949,PVD,DTW,7,345,135,1
1268,AA,1141,JFK,MIA,7,345,190,1
1269,AA,1297,DFW,MIA,7,345,160,1
1270,CO,1677,PHL,IAH,7,345,217,1
1271,CO,1727,BWI,IAH,7,345,206,1
1272,CO,633,LGA,IAH,7,345,233,1
1273,DL,1095,OKC,ATL,7,345,127,1
1274,DL,1112,PIT,ATL,7,345,131,1
1275,DL,1506,LAX,DTW,7,345,270,1
1276,DL,2320,PBI,ATL,7,345,113,1
1277,DL,2481,ORF,ATL,7,345,120,1
1278,DL,2710,DFW,ATL,7,345,132,1
1279,DL,2939,DCA,ATL,7,345,120,1
1280,EV,5142,AEX,ATL,7,345,119,1
1281,EV,5218,SYR,ATL,7,345,158,1
1282,EV,5362,SHV,ATL,7,345,123,1
1283,EV,5501,VLD,ATL,7,345,62,1
1284,EV,7399,MFE,MEM,7,345,118,1
1285,FL,557,BUF,ATL,7,345,150,1
1286,OO,6407,FAT,SFO,7,345,45,1
1287,OO,6480,IPL,YUM,7,345,30,1
1288,OO,6647,BZN,DEN,7,345,107,1
1289,OO,6833,RDM,PDX,7,345,58,1
1290,UA,756,SFO,DEN,7,348,157,1
1291,B6,107,BUF,JFK,7,350,83,1
1292,DL,1248,IAH,ATL,7,350,130,1
1293,DL,1985,DAY,ATL,7,350,114,1
1294,DL,2387,MKE,ATL,7,350,129,1
1295,DL,734,MCI,ATL,7,350,129,1
1296,MQ,2734,ABI,DFW,7,350,50,1
1297,MQ,2796,GRR,DFW,7,350,175,1
1298,MQ,3014,FAT,LAX,7,350,65,1
1299,MQ,3332,LBB,DFW,7,350,70,1
1300,MQ,3632,CLT,MIA,7,350,120,1
1301,MQ,3781,LIT,ORD,7,350,105,1
1302,MQ,3842,MSP,ORD,7,350,95,1
1303,MQ,4013,LEX,ORD,7,350,95,1
1304,OH,6498,ORD,ATL,7,350,128,1
1305,HA,218,HNL,KOA,7,352,41,1
1306,9E,3935,EWR,DTW,7,355,130,1
1307,9E,3955,LBB,MEM,7,355,119,1
1308,9E,3964,ALB,JFK,7,355,90,1
1309,9E,4274,AMA,MEM,7,355,120,1
1310,B6,735,JFK,BQN,7,355,215,1
1311,DL,377,BDL,DTW,7,355,130,1
1312,FL,331,PHL,ATL,7,355,140,1
1313,HA,202,HNL,ITO,7,355,49,1
1314,MQ,2864,SGF,DFW,7,355,90,1
1315,9E,3668,TYS,LGA,7,360,131,1
1316,9E,3724,ABE,DTW,7,360,115,1
1317,9E,3755,SWF,DTW,7,360,120,1
1318,9E,3757,BGM,DTW,7,360,103,1
1319,9E,3845,AVP,DTW,7,360,105,1
1320,9E,3893,FWA,ATL,7,360,115,1
1321,9E,4239,ITH,DTW,7,360,97,1
1322,9E,4272,ECP,MEM,7,360,90,1
1323,AA,1056,TUL,DFW,7,360,70,1
1324,AA,1140,SAT,DFW,7,360,65,1
1325,AA,1215,DCA,DFW,7,360,210,1
1326,AA,1225,COS,DFW,7,360,120,1
1327,AA,1406,OMA,DFW,7,360,125,1
1328,AA,1584,LAS,DFW,7,360,160,1
1329,AA,1596,PDX,DFW,7,360,225,1
1330,AA,1602,ELP,DFW,7,360,100,1
1331,AA,1615,BDL,DFW,7,360,260,1
1332,AA,1631,MSY,MIA,7,360,105,1
1333,AA,1670,AUS,ORD,7,360,165,1
1334,AA,1755,ABQ,DFW,7,360,105,1
1335,AA,1839,OKC,DFW,7,360,60,1
1336,AA,1843,BOS,ORD,7,360,175,1
1337,AA,1878,SMF,DFW,7,360,205,1
1338,AA,1895,LGA,MIA,7,360,190,1
1339,AA,1913,TPA,DFW,7,360,170,1
1340,AA,1921,EWR,MIA,7,360,185,1
1341,AA,1965,STL,DFW,7,360,115,1
1342,AA,1994,IAH,MIA,7,360,135,1
1343,AA,2037,BNA,MIA,7,360,135,1
1344,AA,2060,SEA,ORD,7,360,245,1
1345,AA,2103,IAD,MIA,7,360,160,1
1346,AA,2299,DTW,MIA,7,360,190,1
1347,AA,445,DCA,ORD,7,360,125,1
1348,AA,526,SFO,DFW,7,360,215,1
1349,AA,528,LAX,MIA,7,360,280,1
1350,AA,548,LAX,ORD,7,360,240,1
1351,AA,552,SFO,MIA,7,360,315,1
1352,AA,654,PHX,DFW,7,360,130,1
1353,AA,708,AUS,DFW,7,360,60,1
1354,AS,454,SEA,LAX,7,360,150,1
1355,AS,55,ANC,FAI,7,360,58,1
1356,AS,600,SEA,LAS,7,360,143,1
1357,AS,62,FAI,ANC,7,360,70,1
1358,AS,81,SEA,ANC,7,360,219,1
1359,B6,1001,BOS,JFK,7,360,71,1
1360,B6,1133,SYR,JFK,7,360,85,1
1361,B6,1224,RDU,BOS,7,360,101,1
1362,B6,146,PBI,JFK,7,360,152,1
1363,B6,155,JFK,MCO,7,360,168,1
1364,B6,1695,BOS,MCO,7,360,192,1
1365,B6,19,BTV,JFK,7,360,84,1
1366,B6,247,OAK,LGB,7,360,77,1
1367,B6,370,FLL,LGA,7,360,159,1
1368,B6,371,LGA,FLL,7,360,174,1
1369,B6,442,TPA,BOS,7,360,167,1
1370,B6,45,ROC,JFK,7,360,83,1
1371,B6,52,MCO,JFK,7,360,141,1
1372,B6,601,PWM,JFK,7,360,75,1
1373,B6,63,JFK,TPA,7,360,176,1
1374,B6,68,FLL,JFK,7,360,160,1
1375,B6,701,JFK,SJU,7,360,218,1
1376,CO,1045,CLE,IAH,7,360,190,1
1377,CO,1428,CLT,IAH,7,360,180,1
1378,CO,1810,SMF,IAH,7,360,218,1
1379,CO,198,DEN,IAH,7,360,141,1
1380,CO,308,PDX,IAH,7,360,236,1
1381,CO,361,PHX,IAH,7,360,148,1
1382,CO,469,SFO,IAH,7,360,223,1
1383,CO,759,DCA,IAH,7,360,204,1
1384,CO,89,IAH,EWR,7,360,192,1
1385,DL,1084,ANC,MSP,7,360,326,1
1386,DL,1106,SEA,SLC,7,360,119,1
1387,DL,1157,CMH,ATL,7,360,110,1
1388,DL,1181,RSW,ATL,7,360,110,1
1389,DL,1297,JFK,ATL,7,360,168,1
1390,DL,1301,IND,ATL,7,360,105,1
1391,DL,1401,BOS,ATL,7,360,190,1
1392,DL,1447,LGA,ATL,7,360,167,1
1393,DL,1504,MCI,DTW,7,360,118,1
1394,DL,1602,LAS,ATL,7,360,223,1
1395,DL,1625,BWI,ATL,7,360,120,1
1396,DL,1831,PDX,SLC,7,360,107,1
1397,DL,1889,CVG,ATL,7,360,101,1
1398,DL,1949,RDU,ATL,7,360,87,1
1399,DL,2205,MDW,ATL,7,360,120,1
1400,DL,2280,STL,ATL,7,360,110,1
1401,DL,2437,CLT,ATL,7,360,82,1
1402,DL,2480,SEA,DTW,7,360,253,1
1403,DL,2540,DEN,CVG,7,360,155,1
1404,DL,2806,SFO,MSP,7,360,222,1
1405,DL,2816,LAS,DTW,7,360,234,1
1406,DL,725,SFO,SLC,7,360,117,1
1407,EV,4998,XNA,ATL,7,360,119,1
1408,EV,5011,ROA,DTW,7,360,98,1
1409,EV,5027,MLI,ATL,7,360,130,1
1410,EV,5079,LYH,ATL,7,360,85,1
1411,EV,5141,EVV,ATL,7,360,80,1
1412,EV,5225,OMA,DTW,7,360,129,1
1413,EV,5275,FAY,ATL,7,360,86,1
1414,EV,5313,EWN,ATL,7,360,98,1
1415,EV,5316,CSG,ATL,7,360,44,1
1416,EV,5366,SGF,ATL,7,360,119,1
1417,EV,5374,CAK,ATL,7,360,109,1
1418,EV,5387,GPT,ATL,7,360,80,1
1419,EV,5435,MLU,ATL,7,360,98,1
1420,EV,5460,MOB,ATL,7,360,77,1
1421,EV,5479,LFT,ATL,7,360,120,1
1422,EV,5491,OAJ,ATL,7,360,98,1
1423,DL,2344,LAS,CVG,1,10,215,0
1424,AA,2400,LAX,DFW,1,20,165,0
1425,AS,108,ANC,SEA,1,30,202,0
1426,DL,2722,PHX,DTW,1,30,228,0
1427,AA,2538,LAS,ORD,1,40,200,0
1428,DL,1006,LAX,MSY,1,48,220,0
1429,AA,532,LAS,DFW,1,50,145,0
1430,DL,1646,PHX,ATL,1,50,212,0
1431,DL,2814,SEA,MSP,1,50,189,0
1432,AA,2408,LAX,DFW,1,55,170,0
1433,AS,132,ANC,PDX,1,55,215,0
1434,US,498,DEN,CLT,1,55,179,0
1435,B6,98,DEN,JFK,1,59,213,0
1436,CO,507,ONT,IAH,1,75,167,0
1437,AS,128,FAI,SEA,1,80,206,0
1438,AS,112,ANC,SEA,1,90,200,0
1439,HA,17,LAS,HNL,1,100,380,0
1440,US,122,ANC,PHX,1,113,327,0
1441,AS,114,ANC,SEA,1,150,200,0
1442,CO,315,BQN,EWR,1,165,246,0
1443,B6,766,BQN,MCO,1,240,169,0
1444,B6,750,SJU,MCO,1,259,182,0
1445,B6,768,PSE,MCO,1,262,180,0
1446,HA,206,HNL,OGG,1,300,36,0
1447,OO,4746,BIS,MSP,1,300,85,0
1448,OO,6466,IYK,LAX,1,300,53,0
1449,US,1011,EWR,CLT,1,300,111,0
1450,US,1983,BOS,CLT,1,300,135,0
1451,HA,108,HNL,KOA,1,302,41,0
1452,OO,7036,MKE,ORD,1,302,44,0
1453,9E,3975,GFK,MSP,1,305,68,0
1454,HA,102,HNL,ITO,1,305,49,0
1455,OH,6338,GSO,ATL,1,315,93,0
1456,OO,6505,LMT,SFO,1,315,95,0
1457,US,149,SEA,PHX,1,315,166,0
1458,US,1640,MCO,CLT,1,315,97,0
1459,US,908,TPA,CLT,1,315,96,0
1460,HA,106,HNL,OGG,1,317,36,0
1461,9E,3854,DLH,MSP,1,320,58,0
1462,OO,4651,FAR,MSP,1,320,62,0
1463,CO,1585,MFE,IAH,1,325,64,0
1464,CO,222,MSY,IAH,1,325,70,0
1465,EV,4966,VPS,ATL,1,325,69,0
1466,US,1227,BWI,CLT,1,325,83,0
1467,XE,2827,MAF,IAH,1,325,85,0
1468,OO,4719,LWS,SLC,1,328,87,0
1469,9E,3702,RST,MSP,1,330,50,0
1470,9E,3775,ALB,DTW,1,330,120,0
1471,DL,1143,CHS,ATL,1,330,72,0
1472,DL,1190,DTW,ATL,1,330,131,0
1473,DL,1511,MSN,DTW,1,330,80,0
1474,DL,1518,MCO,ATL,1,330,84,0
1475,DL,1698,JAX,ATL,1,330,80,0
1476,DL,1842,SAT,ATL,1,330,142,0
1477,DL,1972,TPA,ATL,1,330,85,0
1478,DL,2054,PNS,ATL,1,330,75,0
1479,DL,2112,BHM,ATL,1,330,58,0
1480,DL,2306,LIT,ATL,1,330,97,0
1481,DL,2711,SAV,ATL,1,330,65,0
1482,DL,2995,BNA,ATL,1,330,67,0
1483,EV,4940,OMA,ATL,1,330,147,0
1484,EV,5014,ICT,ATL,1,330,132,0
1485,EV,5044,ECP,ATL,1,330,68,0
1486,EV,5062,HSV,ATL,1,330,53,0
1487,EV,5393,MGM,ATL,1,330,57,0
1488,EV,5532,CAE,ATL,1,330,64,0
1489,EV,7108,PWM,IAD,1,330,114,0
1490,OO,6917,ACV,SMF,1,330,65,0
1491,OO,7781,EKO,SLC,1,330,70,0
1492,US,1289,BOS,PHL,1,330,84,0
1493,US,1420,PHL,CLT,1,330,102,0
1494,US,1732,ATL,CLT,1,330,68,0
1495,US,347,PDX,PHX,1,330,148,0
1496,US,913,RIC,CLT,1,330,72,0
1497,XE,2263,BTR,IAH,1,330,72,0
1498,XE,3024,HRL,IAH,1,330,70,0
1499,YV,2605,MYR,CLT,1,330,62,0
1500,HA,103,HNL,LIH,1,331,35,0
1501,OO,6644,TUS,DEN,1,333,112,0
1502,YV,7294,SBN,ORD,1,334,46,0
1503,9E,3804,CLE,ATL,1,335,128,0
1504,AA,674,ORD,MIA,1,335,185,0
1505,B6,728,BQN,JFK,1,335,231,0
1506,CO,463,ORD,IAH,1,335,164,0
1507,EV,5038,CAK,DTW,1,335,76,0
1508,OO,6698,MFR,PDX,1,335,74,0
1509,XE,2865,MKE,IAH,1,335,174,0
1510,EV,7123,BTV,IAD,1,336,110,0
1511,9E,3998,TLH,ATL,1,338,68,0
1512,9E,4196,TYS,ATL,1,340,57,0
1513,CO,214,DFW,IAH,1,340,59,0
1514,DL,2123,BOS,DTW,1,340,144,0
1515,DL,2597,RIC,ATL,1,340,109,0
1516,DL,2626,FLL,ATL,1,340,118,0
1517,DL,684,AUS,ATL,1,340,134,0
1518,EV,5583,CHA,ATL,1,340,47,0
1519,MQ,4563,CMH,LGA,1,340,100,0
1520,XE,2616,LRD,IAH,1,340,66,0
1521,XE,3006,BRO,IAH,1,340,70,0
1522,XE,3015,CRP,IAH,1,340,59,0
1523,XE,5973,LAN,ORD,1,340,71,0
1524,9E,3659,ALB,ATL,1,345,183,0
1525,9E,3862,SAT,MEM,1,345,119,0
1526,9E,3949,PVD,DTW,1,345,135,0
1527,9E,4143,FWA,DTW,1,345,59,0
1528,AA,1141,JFK,MIA,1,345,190,0
1529,AA,1297,DFW,MIA,1,345,160,0
1530,AA,2320,DFW,ORD,1,345,140,0
1531,CO,1677,PHL,IAH,1,345,219,0
1532,CO,1727,BWI,IAH,1,345,208,0
1533,CO,240,AUS,IAH,1,345,55,0
1534,CO,278,SAT,IAH,1,345,54,0
1535,CO,633,LGA,IAH,1,345,235,0
1536,DL,1095,OKC,ATL,1,345,127,0
1537,DL,1112,PIT,ATL,1,345,131,0
1538,DL,1506,LAX,DTW,1,345,270,0
1539,DL,2320,PBI,ATL,1,345,113,0
1540,DL,2481,ORF,ATL,1,345,120,0
1541,DL,2710,DFW,ATL,1,345,134,0
1542,DL,2939,DCA,ATL,1,345,120,0
1543,EV,5142,AEX,ATL,1,345,119,0
1544,EV,5233,BTR,ATL,1,345,97,0
1545,EV,5362,SHV,ATL,1,345,123,0
1546,EV,5501,VLD,ATL,1,345,62,0
1547,FL,557,BUF,ATL,1,345,150,0
1548,OH,6264,BDL,CVG,1,345,133,0
1549,OH,6549,MFE,MEM,1,345,118,0
1550,OO,6407,FAT,SFO,1,345,45,0
1551,OO,6523,PHX,LAX,1,345,85,0
1552,OO,6647,BZN,DEN,1,345,107,0
1553,OO,6964,RDM,PDX,1,345,58,0
1554,XE,2919,LFT,IAH,1,345,58,0
1555,XE,5951,CAK,ORD,1,345,95,0
1556,OO,6480,IPL,YUM,1,346,34,0
1557,OO,6843,EAU,CWA,1,346,32,0
1558,UA,756,SFO,DEN,1,348,158,0
1559,OO,3099,OMA,MKE,1,349,81,0
1560,B6,107,BUF,JFK,1,350,83,0
1561,DL,1248,IAH,ATL,1,350,130,0
1562,DL,1985,DAY,ATL,1,350,114,0
1563,DL,2387,MKE,ATL,1,350,129,0
1564,DL,2405,PHL,DTW,1,350,115,0
1565,DL,734,MCI,ATL,1,350,127,0
1566,EV,5165,AGS,ATL,1,350,60,0
1567,MQ,2734,ABI,DFW,1,350,50,0
1568,MQ,2796,GRR,DFW,1,350,175,0
1569,MQ,3014,FAT,LAX,1,350,65,0
1570,MQ,3632,CLT,MIA,1,350,120,0
1571,MQ,3781,LIT,ORD,1,350,105,0
1572,MQ,3842,MSP,ORD,1,350,95,0
1573,MQ,3892,PHL,ORD,1,350,140,0
1574,MQ,4013,LEX,ORD,1,350,95,0
1575,OH,6629,GRR,DTW,1,350,61,0
1576,9E,4391,MBS,DTW,1,351,59,0
1577,HA,218,HNL,KOA,1,352,41,0
1578,9E,3955,LBB,MEM,1,355,119,0
1579,9E,4274,AMA,MEM,1,355,120,0
1580,B6,735,JFK,BQN,1,355,215,0
1581,DL,2356,RDU,DTW,1,355,125,0
1582,DL,377,BDL,DTW,1,355,130,0
1583,FL,331,PHL,ATL,1,355,140,0
1584,HA,202,HNL,ITO,1,355,49,0
1585,MQ,2864,SGF,DFW,1,355,90,0
1586,OO,7014,RDM,SFO,1,355,101,0
1587,9E,3668,TYS,LGA,1,360,131,0
1588,9E,3724,ABE,DTW,1,360,115,0
1589,9E,3755,SWF,DTW,1,360,120,0
1590,9E,3757,BGM,DTW,1,360,103,0
1591,9E,3795,SBN,CVG,1,360,60,0
1592,9E,3845,AVP,DTW,1,360,105,0
1593,9E,3850,FNT,DTW,1,360,48,0
1594,9E,3871,BHM,DTW,1,360,125,0
1595,9E,3875,GSP,DTW,1,360,115,0
1596,9E,3923,IAH,MEM,1,360,95,0
1597,9E,3957,ATW,MSP,1,360,76,0
1598,9E,3985,DSM,MEM,1,360,100,0
1599,9E,4026,ORF,DTW,1,360,125,0
1600,9E,4239,ITH,DTW,1,360,97,0
1601,AA,1056,TUL,DFW,1,360,70,0
1602,AA,1140,SAT,DFW,1,360,65,0
1603,AA,1143,TPA,DFW,1,360,170,0
1604,AA,1225,COS,DFW,1,360,120,0
1605,AA,1406,OMA,DFW,1,360,125,0
1606,AA,1584,LAS,DFW,1,360,160,0
1607,AA,1602,ELP,DFW,1,360,100,0
1608,AA,1615,BDL,DFW,1,360,260,0
1609,AA,1631,MSY,MIA,1,360,105,0
1610,AA,1670,AUS,ORD,1,360,165,0
1611,AA,1755,ABQ,DFW,1,360,105,0
1612,AA,1839,OKC,DFW,1,360,60,0
1613,AA,1843,BOS,ORD,1,360,175,0
1614,AA,1878,SMF,DFW,1,360,205,0
1615,AA,1895,LGA,MIA,1,360,190,0
1616,AA,1921,EWR,MIA,1,360,185,0
1617,AA,1994,IAH,MIA,1,360,135,0
1618,AA,2037,BNA,MIA,1,360,135,0
1619,AA,2060,SEA,ORD,1,360,245,0
1620,AA,2103,IAD,MIA,1,360,160,0
1621,AA,2299,DTW,MIA,1,360,190,0
1622,AA,445,DCA,ORD,1,360,125,0
1623,AA,548,LAX,ORD,1,360,240,0
1624,AA,552,SFO,MIA,1,360,315,0
1625,AA,654,PHX,DFW,1,360,130,0
1626,AA,708,AUS,DFW,1,360,60,0
1627,AS,55,ANC,FAI,1,360,58,0
1628,AS,600,SEA,LAS,1,360,143,0
1629,AS,62,FAI,ANC,1,360,70,0
1630,AS,81,SEA,ANC,1,360,219,0
1631,B6,1133,SYR,JFK,1,360,85,0
1632,B6,1224,RDU,BOS,1,360,101,0
1633,B6,146,PBI,JFK,1,360,152,0
1634,B6,1695,BOS,MCO,1,360,192,0
1635,B6,19,BTV,JFK,1,360,84,0
1636,B6,247,OAK,LGB,1,360,77,0
1637,B6,371,LGA,FLL,1,360,174,0
1638,B6,442,TPA,BOS,1,360,167,0
1639,B6,52,MCO,JFK,1,360,141,0
1640,B6,63,JFK,TPA,1,360,176,0
1641,B6,68,FLL,JFK,1,360,160,0
1642,CO,1045,CLE,IAH,1,360,190,0
1643,CO,198,DEN,IAH,1,360,143,0
1644,CO,361,PHX,IAH,1,360,150,0
1645,DL,1084,ANC,MSP,1,360,326,0
1646,DL,1157,CMH,ATL,1,360,110,0
1647,DL,1181,RSW,ATL,1,360,110,0
1648,DL,1297,JFK,ATL,1,360,168,0
1649,DL,1301,IND,ATL,1,360,105,0
1650,DL,1371,BOS,LGA,1,360,68,0
1651,DL,1401,BOS,ATL,1,360,190,0
1652,DL,1447,LGA,ATL,1,360,167,0
1653,DL,1504,MCI,DTW,1,360,118,0
1654,DL,1580,SFO,ATL,1,360,270,0
1655,DL,1602,LAS,ATL,1,360,223,0
1656,DL,1625,BWI,ATL,1,360,120,0
1657,DL,1707,ATL,LGA,1,360,126,0
1658,DL,1767,CLT,DTW,1,360,115,0
1659,DL,1831,PDX,SLC,1,360,107,0
1660,DL,1889,CVG,ATL,1,360,103,0
1661,DL,1949,RDU,ATL,1,360,87,0
1662,DL,2264,DFW,MEM,1,360,92,0
1663,DL,2437,CLT,ATL,1,360,82,0
1664,DL,2480,SEA,DTW,1,360,253,0
1665,DL,2525,BOS,MSP,1,360,210,0
1666,DL,2530,BZN,MSP,1,360,138,0
1667,DL,2806,SFO,MSP,1,360,222,0
1668,DL,2816,LAS,DTW,1,360,234,0
1669,DL,2900,ATL,BOS,1,360,142,0
1670,DL,725,SFO,SLC,1,360,113,0
1671,EV,4942,JAX,DCA,1,360,112,0
1672,EV,4979,TRI,ATL,1,360,67,0
1673,CO,269,SFO,IAH,1,15,205,1
1674,US,1558,PHX,CLT,1,15,222,1
1675,AA,2466,SFO,DFW,1,20,195,1
1676,CO,1094,LAX,IAH,1,30,181,1
1677,DL,1768,LAX,MSP,1,30,220,1
1678,DL,2606,SFO,MSP,1,35,216,1
1679,CO,223,ANC,SEA,1,49,201,1
1680,DL,2055,SLC,ATL,1,50,210,1
1681,CO,1496,LAS,IAH,1,60,162,1
1682,DL,1450,LAS,MSP,1,60,186,1
1683,DL,2223,ANC,SLC,1,85,270,1
1684,DL,1820,LAX,MEM,1,100,216,1
1685,DL,1276,MSP,ATL,1,320,158,1
1686,OO,4793,PSC,SLC,1,325,90,1
1687,9E,3886,DSM,ATL,1,330,135,1
1688,AA,1711,BOS,MIA,1,330,210,1
1689,CO,611,EWR,IAH,1,330,233,1
1690,EV,5117,DHN,ATL,1,330,70,1
1691,UA,576,SEA,DEN,1,331,159,1
1692,9E,3725,TVC,DTW,1,335,75,1
1693,OH,6423,DAY,DTW,1,335,75,1
1694,EV,5218,SYR,ATL,1,345,158,1
1695,US,1423,DCA,CLT,1,345,85,1
1696,9E,3718,ERI,DTW,1,350,65,1
1697,MQ,3332,LBB,DFW,1,350,70,1
1698,OH,6498,ORD,ATL,1,350,128,1
1699,OO,6642,MOD,SFO,1,352,38,1
1700,9E,3836,OMA,DTW,1,355,145,1
1701,9E,3935,EWR,DTW,1,355,130,1
1702,9E,4200,TYS,CVG,1,355,64,1
1703,OH,6414,AZO,DTW,1,355,58,1
1704,9E,3893,FWA,ATL,1,360,115,1
1705,9E,4272,ECP,MEM,1,360,90,1
1706,9E,4324,DCA,JFK,1,360,82,1
1707,AA,1215,DCA,DFW,1,360,210,1
1708,AA,1596,PDX,DFW,1,360,225,1
1709,AA,1965,STL,DFW,1,360,115,1
1710,AA,2301,ORD,DFW,1,360,150,1
1711,AA,526,SFO,DFW,1,360,215,1
1712,AA,528,LAX,MIA,1,360,280,1
1713,AS,454,SEA,LAX,1,360,150,1
1714,B6,1001,BOS,JFK,1,360,71,1
1715,B6,155,JFK,MCO,1,360,168,1
1716,B6,370,FLL,LGA,1,360,159,1
1717,B6,45,ROC,JFK,1,360,83,1
1718,B6,601,PWM,JFK,1,360,75,1
1719,B6,701,JFK,SJU,1,360,218,1
1720,CO,1428,CLT,IAH,1,360,180,1
1721,CO,1810,SMF,IAH,1,360,220,1
1722,CO,308,PDX,IAH,1,360,238,1
1723,CO,469,SFO,IAH,1,360,225,1
1724,CO,759,DCA,IAH,1,360,206,1
